Season,Players,Type,Sold Price,Team,Overseas,Mat,Inns,No,Runs,Ave,BF,SR,Wickets
2024,Mohit Sharma,BOW,0.5,Gujarat Titans,,12,3,1,2,1,15,13.33,13
2023,Mohit Sharma,BOW,0.5,Gujarat Titans,,14,1,1,0,-,1,0,27
2020,Mohit Sharma,BOW,0.5,Delhi Capitals ,,1,-,-,-,-,-,-,1
2024,Mohsin Khan,BOW,0.2,Lucknow Super Giants,,10,1,0,2,2,1,200,10
2023,Mohsin Khan,BOW,0.2,Lucknow Super Giants,,5,1,0,0,0,7,0,3
2022,Mohsin Khan,BOW,0.2,Lucknow Super Giants,,9,3,2,23,23,16,143.75,14
2021,Mohsin Khan,BOW,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2020,Mohsin Khan,BOW,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2021,Moises Henriques,AR,4.2,Punjab Kings,1,5,4,2,31,15.5,32,96.87,4
2020,Monu Kumar,BOW,0.2,Chennai Super Kings,,1,-,-,-,-,-,-,0
2024,MS Dhoni,BAT/WK,12,Chennai Super Kings,,14,11,8,161,53.66,73,220.54,0
2023,MS Dhoni,BAT/WK,12,Chennai Super Kings,,16,12,8,104,26,57,182.45,0
2022,MS Dhoni,BAT/WK,12,Chennai Super Kings,,14,13,6,232,33.14,188,123.4,0
2021,MS Dhoni,BAT/WK,15,Chennai Super Kings,,16,11,4,114,16.28,107,106.54,0
2020,MS Dhoni,BAT/WK,15,Chennai Super Kings,,14,12,4,200,25,172,116.27,0
2024,Mujeeb Ur Rahman,BOW,2,Kolkata Knight Riders,1,0,0,0,0,0,0,0,0
2021,Mujeeb Ur Rahman,BOW,1.5,Sunrisers Hyderabad,1,1,1,1,1,-,1,100,2
2020,Mujeeb Ur Rahman,BOW,4,Punjab Kings,1,2,1,0,1,1,3,33.33,0
2023,Mukesh Choudhary,BOW,0.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2022,Mukesh Choudhary,BOW,0.2,Chennai Super Kings,,13,2,1,6,6,6,100,16
2024,Mukesh Choudhary,BOW,0.2,Chennai Super Kings,,1,-,-,-,-,-,-,0
2024,Mukesh Kumar,BOW,5.5,Delhi Capitals,,10,2,1,3,3,9,33.33,17
2023,Mukesh Kumar,BOW,5.5, Delhi Capitals,,10,3,3,7,-,9,77.77,7
2023,Murugan Ashwin,BOW,0.2,Rajasthan Royals,,2,-,-,-,-,-,-,0
2021,Murugan Ashwin,BOW,0.2,Punjab Kings,,3,2,0,15,7.5,24,62.5,1
2020,Murugan Ashwin,BOW,0.2,Punjab Kings,,9,1,0,4,4,4,100,10
2024,Mustafizur Rahman,BOW,2,Chennai Super Kings,1,9,-,-,-,-,-,-,14
2023,Mustafizur Rahman,BOW,2, Delhi Capitals,1,2,1,1,1,-,1,100,1
2022,Mustafizur Rahman,BOW,2,Delhi Capitals ,1,8,1,1,3,-,5,60,8
2021,Mustafizur Rahman,BOW,1,Rajasthan Royals,1,14,5,5,8,-,14,57.14,14
2023,Abishek Porel,BAT/WK,0.2,Delhi Capitals,,4,4,0,33,8.25,31,106.45,
2021,Adil Rashid,BOW,1.5,Punjab Kings,1,1,0,0,0,0,0,0,0
2023,Akash Singh,BOW,0.2,Chennai Super Kings,,6,,,0,0,0,0,5
2022,Andrew Tye,BOW,1,Lucknow Super Giants,1,3,0,0,0,0,0,0,2
2020,Anrich Nortje,BOW,0.5,Delhi Capitals ,1,16,5,4,7,7,6,116.66,22
2023,Chris Jordan,AR,3,Mumbai Indians,1,6,2,0,6,3,12,50,3
2020,Daniel Sams,AR,0.2,Delhi Capitals,1,3,1,0,0,0,2,0,0
2021,Evin Lewis,BAT,2,Lucknow Super Giants,1,5,5,0,151,30.2,93,162.36,0
2021,Glenn Phillips,BAT/WK,1.5,Sunrisers Hyderabad,1,3,3,1,26,13,33,78.78,1
2024,Harpreet Bhatia,BAT,0.4,Punjab Kings,,2,2,0,27,13.5,34,79.41,0
2022,Harshit Rana,BOW,0.2,Kolkata Knight Riders,,2,2,1,2,2,2,100,1
2020,Jason Holder,AR,0.75,Sunrisers Hyderabad,1,7,4,2,66,33,53,124.52,14
2021,Jason Roy,BAT,1.5,Sunrisers Hyderabad,1,5,5,0,150,30,121,123.96,0
2023,K Gowtham,AR,0.5,Lucknow Super Giants,,7,7,3,61,15.25,37,164.86,3
2023,Karn Sharma,BOW,0.5,Royal Challengers Bangalore,,7,2,0,3,1.5,5,60,10
2020,Karn Sharma,BOW,0.5,Royal Challengers Bangalore,,5,-,-,-,-,-,-,5
2023,Kedar Jadhav,AR,2,Royal Challengers Bangalore,,2,1,1,12,-,10,120,0
2023,Krishnappa Gowtham,AR,0.9,Lucknow Super Giants,,7,7,3,61,15.25,37,164.86,3
2022,Krishnappa Gowtham,AR,0.9,Lucknow Super Giants,,4,1,0,0,0,1,0,5
2020,Krishnappa Gowtham,AR,0.9,Lucknow Super Giants,,2,2,1,42,42,27,155.55,1
2022,M Ashwin,BOW,1.6,Mumbai Indians,,8,5,2,12,4,14,85.71,9
2021,M Ashwin,BOW,1,Punjab Kings,,3,2,0,15,7.5,24,62.5,1
2020,M Ashwin,BOW,1,Punjab Kings,,9,1,0,4,4,4,100,10
2023,M Shahrukh Khan,AR,9,Punjab Kings,,14,13,6,156,22.28,94,165.95,0
2022,M Shahrukh Khan,AR,9,Punjab Kings,,8,8,1,117,16.71,108,108.33,0
2021,M Shahrukh Khan,AR,5.25,Punjab Kings,,11,10,3,153,21.85,114,134.21,0
2021,M Sidharth,BOW,0.2,Kolkata Knight Riders,,3,-,-,-,-,-,-,1
2022,Matheesha Pathirana,BOW,0.2,Chennai Super Kings,1,2,-,-,-,-,-,-,2
2022,Murugan Ashwin,BOW,0.2,Mumbai Indians,,8,5,2,12,4,14,85.71,9
2021,Aiden Markram,BAT,2.6,Sunrisers Hyderabad,1,6,6,1,146,29.2,119,122.68,0
2023,N Jagadeesan,BAT/WK,0.9,Kolkata Knight Riders,,6,6,0,89,14.83,81,109.87,0
2022,N Jagadeesan,BAT/WK,0.2,Chennai Super Kings,,2,2,1,40,40,37,108.1,0
2020,N Jagadeesan,BAT/WK,0.2,Chennai Super Kings,,5,2,0,33,16.5,29,113.79,0
2024,Naman Dhir,AR,0.2,Mumbai Indians,,7,7,1,140,23.33,79,177.21,0
2024,Nandre Burger,BOW,0.5,Rajasthan Royals,1,6,-,-,-,-,-,-,7
2022,Nathan Coulter-Nile,BOW,2,Rajasthan Royals,1,1,1,1,1,-,2,50,0
2021,Nathan Coulter-Nile,BOW,5,Mumbai Indians,1,5,2,0,4,2,5,80,7
2020,Nathan Coulter-Nile,BOW,8,Mumbai Indians,1,7,2,1,25,25,15,166.66,5
2024,Nathan Ellis,BOW,0.75,Punjab Kings,1,1,-,-,-,-,-,-,1
2023,Nathan Ellis,BOW,0.75,Punjab Kings,1,10,2,0,1,0.5,7,14.28,13
2022,Nathan Ellis,BOW,0.75,Punjab Kings,1,2,1,0,0,0,2,0,3
2022,Nathan Ellis,BOW,0.75,Punjab Kings,1,3,2,1,18,18,16,112.5,1
2024,Navdeep Saini,BOW,2.6,Rajasthan Royals,,0,0,0,0,0,0,0,0
2023,Navdeep Saini,BOW,2.6,Rajasthan Royals,,2,-,-,-,-,-,-,3
2022,Navdeep Saini,BOW,2.6,Rajasthan Royals,,2,1,0,2,2,2,100,3
2021,Navdeep Saini,BOW,3,Royal Challengers Bangalore,,2,1,0,2,2,4,50,0
2020,Navdeep Saini,BOW,3,Royal Challengers Bangalore,,13,3,2,27,27,27,100,6
2024,Naveen-ul-Haq,BOW,0.5,Lucknow Super Giants,1,10,3,3,2,-,4,50,14
2023,Naveen-ul-Haq,BOW,0.5,Lucknow Super Giants,1,8,3,2,16,16,21,76.19,11
2024,Nehal Wadhera,AR,0.2,Mumbai Indians,,6,6,0,109,18.16,84,129.76,0
2023,Nehal Wadhera,AR,0.2,Mumbai Indians,,14,10,1,241,26.77,166,145.18,0
2024,Nicholas Pooran,BAT/WK,16,Lucknow Super Giants,1,14,14,6,499,62.37,280,178.21,0
2023,Nicholas Pooran,BAT/WK,16,Lucknow Super Giants,1,15,15,3,358,29.83,207,172.94,0
2022,Nicholas Pooran,BAT/WK,10.75,Sunrisers Hyderabad,1,14,13,5,306,38.25,212,144.33,0
2021,Nicholas Pooran,BAT/WK,4.2,Punjab Kings,1,12,11,0,85,7.72,76,111.84,0
2020,Nicholas Pooran,BAT/WK,4.2,Punjab Kings,1,14,14,4,353,35.3,208,169.71,0
2020,Nikhil Naik,BAT/WK,0.2,Kolkata Knight Riders,,1,1,0,1,1,3,33.33,0
2024,Nishant Sindhu,AR,0.6,Chennai Super Kings,,0,0,0,0,0,0,0,0
2023,Nishant Sindhu,AR,0.6,Chennai Super Kings,,0,0,0,0,0,0,0,0
2024,Nitish Kumar Reddy,BAT/WK,0.2,Sunrisers Hyderabad,,13,11,2,303,33.66,212,142.92,3
2023,Nitish Kumar Reddy,BAT/WK,0.2,Sunrisers Hyderabad,,2,-,-,-,-,-,-,0
2024,Nitish Rana,AR,8,Kolkata Knight Riders,,2,2,0,42,21,34,123.52,0
2023,Nitish Rana,AR,8,Kolkata Knight Riders,,14,14,1,413,31.76,293,140.95,3
2022,Nitish Rana,AR,8,Kolkata Knight Riders,,14,14,1,361,27.76,251,143.82,0
2021,Nitish Rana,AR,3.4,Kolkata Knight Riders,,17,16,3,383,29.46,314,121.97,0
2020,Nitish Rana,AR,3.4,Kolkata Knight Riders,,14,14,0,352,25.14,254,138.58,0
2024,Noor Ahmad,BOW,0.3,Gujarat Titans,1,10,4,2,5,2.5,9,55.55,8
2023,Noor Ahmad,BOW,0.3,Gujarat Titans,1,13,3,1,8,4,9,88.88,16
2022,Noor Ahmad,BOW,0.3,Gujarat Titans,1,0,0,0,0,0,0,0,0
2024,Nuwan Thushara,BOW,4.8,Mumbai Indians,1,7,-,-,-,-,-,-,8
2023,Obed McCoy,BOW,0.75,Rajasthan Royals,1,1,-,-,-,-,-,-,0
2022,Obed McCoy,BOW,0.75,Rajasthan Royals,1,7,1,0,8,8,5,160,11
2023,Odean Smith,AR,0.5,Gujarat Titans,1,0,0,0,0,0,0,0,0
2022,Odean Smith,AR,6,Punjab Kings,1,6,6,3,51,17,44,115.9,6
2020,Oshane Thomas,BOW,0.5,Rajasthan Royals,1,0,0,0,0,0,0,0,0
2020,Parthiv Patel,BAT/WK,1.7,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2024,Pat Cummins,AR,20.5,Sunrisers Hyderabad,1,16,10,4,136,22.66,95,143.15,18
2022,Pat Cummins,AR,7.25,Kolkata Knight Riders,1,5,5,1,63,15.75,24,262.5,7
2021,Pat Cummins,BOW,15.5,Kolkata Knight Riders,1,7,5,2,93,31,56,166.07,9
2020,Pat Cummins,AR,15.5,Kolkata Knight Riders,1,14,11,4,146,20.85,114,128.07,12
2021,Pavan Deshpande,AR,0.2,Royal Challengers Bangalore,0,0,0,0,0,0,0,0,0
2020,Pavan Deshpande,AR,0.2,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2021,Pawan Negi,AR,0.5,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2020,Pawan Negi,AR,1,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2024,Phil Salt,BAT/WK,2,Kolkata Knight Riders,1,12,12,1,435,39.54,239,182,0
2023,Phil Salt,BAT/WK,2,Delhi Capitals,1,9,9,1,218,27.25,133,163.9,0
2024,Piyush Chawla,BOW,0.5,Mumbai Indians,,11,6,2,15,3.75,15,100,13
2023,Piyush Chawla,BOW,0.5,Mumbai Indians,,16,4,2,25,12.5,22,113.63,22
2021,Piyush Chawla,BOW,2.4,Mumbai Indians,,1,1,0,0,0,2,0,1
2020,Piyush Chawla,BOW,6.75,Chennai Super Kings,,7,-,-,-,-,-,-,6
2024,Prabhsimran Singh,BAT/WK,0.6,Punjab Kings,,14,14,0,334,23.85,213,156.8,0
2023,Prabhsimran Singh,BAT/WK,0.6,Punjab Kings,,14,14,0,358,25.57,238,150.42,0
2022,Prabhsimran Singh,BAT/WK,0.6,Punjab Kings,,1,1,0,14,14,11,127.27,0
2021,Prabhsimran Singh,BAT/WK,0.55,Punjab Kings,,2,2,0,19,9.5,23,82.6,0
2020,Prabhsimran Singh,BAT/WK,0.55,Punjab Kings,,2,2,0,15,7.5,15,100,0
2023,Pradeep Sangwan,AR,0.2,Gujarat Titans,,0,0,0,0,0,0,0,0
2022,Pradeep Sangwan,AR,0.2,Gujarat Titans,,3,1,0,2,2,5,40,3
2024,Prashant Solanki,BOW,1.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2023,Prashant Solanki,BOW,1.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2022,Prashant Solanki,BOW,1.2,Chennai Super Kings,,0,0,0,0,0,0,0,2
2024,Prasidh Krishna,BOW,10,Rajasthan Royals,,0,0,0,0,0,0,0,0
2023,Prasidh Krishna,BOW,10,Rajasthan Royals,,0,0,0,0,0,0,0,0
2022,Prasidh Krishna,BOW,10,Rajasthan Royals,,17,3,2,6,6,12,50,19
2021,Prasidh Krishna,BOW,0.2,Kolkata Knight Riders,,10,2,1,0,0,1,0,12
2020,Prasidh Krishna,BOW,0.2,Kolkata Knight Riders,,6,2,2,2,-,4,50,4
2022,Pratham Singh,BAT,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2024,Praveen Dubey,AR,0.5,Delhi Capitals,,0,0,0,0,0,0,0,0
2023,Praveen Dubey,AR,0.5, Delhi Capitals,,1,1,0,16,16,20,80,1
2022,Praveen Dubey,AR,0.5,Delhi Capitals ,,0,0,0,0,0,0,0,0
2021,Praveen Dubey,AR,0.2,Delhi Capitals ,,3,1,1,7,-,13,53.84,0
2020,Pravin Tambe,BOW,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2024,Prerak Mankad,AR,0.2,Lucknow Super Giants,,0,0,0,0,0,0,0,0
2023,Prerak Mankad,AR,0.2,Lucknow Super Giants,,5,5,2,93,31,72,129.16,0
2022,Prerak Mankad,AR,0.2,Punjab Kings,,1,1,1,4,-,1,400,0
2020,Prince Balwant Rai Singh,AR,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2024,Prince Choudhary,BOW,0.2,Punjab Kings,,0,0,0,0,0,0,0,0
2024,Prithvi Shaw,BAT,8,Delhi Capitals,,8,8,0,198,24.75,121,163.63,0
2023,Prithvi Shaw,BAT,8, Delhi Capitals,,8,8,0,106,13.25,85,124.7,0
2022,Prithvi Shaw,BAT,7.5,Delhi Capitals ,,10,10,0,283,28.3,185,152.97,0
2021,Prithvi Shaw,BAT,1.2,Delhi Capitals ,,15,15,0,479,31.93,301,159.13,0
2020,Prithvi Shaw,BAT,1.2,Delhi Capitals ,,13,13,0,228,17.53,167,136.52,0
2023,Priyam Garg,BAT,0.2,Delhi Capitals,,2,2,0,22,11,23,95.65,0
2022,Priyam Garg,BAT,0.2,Sunrisers Hyderabad,,2,2,0,46,23,33,139.39,0
2021,Priyam Garg,BAT,1.9,Sunrisers Hyderabad,,5,5,0,72,14.4,74,97.29,0
2020,Priyam Garg,BAT,1.9,Sunrisers Hyderabad,,14,10,1,133,14.77,111,119.81,0
2024,Quinton de Kock,BAT/WK,6.75,Lucknow Super Giants,1,11,11,0,250,22.72,186,134.4,0
2023,Quinton de Kock,BAT/WK,6.75,Lucknow Super Giants,1,4,4,0,143,35.75,102,140.19,0
2022,Quinton de Kock,BAT/WK,6.75,Lucknow Super Giants,1,15,15,1,508,36.28,341,148.97,0
2021,Quinton de Kock,BAT/WK,2.8,Mumbai Indians,1,11,11,1,297,29.7,256,116.01,0
2020,Quinton de Kock,BAT/WK,2.8,Mumbai Indians,1,16,16,2,503,35.92,358,140.5,0
2024,R Ashwin,AR,5,Rajasthan Royals,,15,9,3,86,14.33,74,116.21,9
2023,R Ashwin,AR,5,Rajasthan Royals,,13,10,4,67,11.16,51,131.37,14
2022,R Ashwin,AR,5,Rajasthan Royals,,17,12,5,191,27.28,135,141.48,12
2021,R Ashwin,AR,7.6,Delhi Capitals ,,13,5,2,44,14.66,42,104.76,7
2020,R Ashwin,AR,7.6,Delhi Capitals ,,15,6,3,37,12.33,34,108.82,13
2024,R Sai Kishore,BOW,3,Gujarat Titans,,5,2,1,13,13,6,216.66,7
2023,R Sai Kishore,BOW,3,Gujarat Titans,,0,0,0,0,0,0,0,0
2022,R Sai Kishore,BOW,3,Gujarat Titans,,5,-,-,-,-,-,-,6
2021,R Sai Kishore,BOW,0.2,Chennai Super Kings,,0,0,0,0,0,0,0,0
2022,R Samarth,BAT,0.2,Sunrisers Hyderabad,,0,0,0,0,0,0,0,0
2024,Rachin Ravindra,AR,1.8,Chennai Super Kings,1,10,10,0,222,22.2,138,160.86,0
2023,Raghav Goyal,BOW,0.2,Mumbai Indians,,1,0,0,0,0,0,0,0
2024,Rahmanullah Gurbaz,BAT/WK,0.5,Kolkata Knight Riders,1,3,2,0,62,31,46,134.78,0
2023,Rahmanullah Gurbaz,BAT/WK,0.5,Kolkata Knight Riders,1,11,11,0,227,20.63,170,133.52,0
2022,Rahul Buddhi,BAT,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2024,Rahul Chahar,BOW,5.25,Punjab Kings,,9,2,1,21,21,15,140,10
2023,Rahul Chahar,BOW,5.25,Punjab Kings,,14,3,1,0,0,9,0,8
2022,Rahul Chahar,BOW,5.25,Punjab Kings,,13,8,2,77,12.83,68,113.23,14
2021,Rahul Chahar,BOW,1.9,Mumbai Indians,,11,5,0,14,2.8,15,93.33,13
2020,Rahul Chahar,BOW,1.9,Mumbai Indians,,15,1,1,2,-,4,50,15
2024,Rahul Tewatia,AR,9,Gujarat Titans,,12,9,2,188,26.85,129,145.73,0
2023,Rahul Tewatia,AR,9,Gujarat Titans,,17,10,6,87,21.75,57,152.63,0
2022,Rahul Tewatia,AR,9,Gujarat Titans,,16,12,5,217,31,147,147.61,0
2021,Rahul Tewatia,BAT,3,Rajasthan Royals,,14,11,1,155,15.5,147,105.44,8
2020,Rahul Tewatia,BAT,3,Rajasthan Royals,,14,11,5,255,42.5,183,139.34,10
2024,Rahul Tripathi,BAT,8.5,Sunrisers Hyderabad,,6,6,0,165,27.5,115,143.47,0
2023,Rahul Tripathi,BAT,8.5,Sunrisers Hyderabad,,13,13,1,273,22.75,213,128.16,0
2022,Rahul Tripathi,BAT,8.5,Sunrisers Hyderabad,,14,14,3,413,37.54,261,158.23,0
2021,Rahul Tripathi,BAT,0.6,Kolkata Knight Riders,,17,16,2,397,28.35,283,140.28,0
2020,Rahul Tripathi,BAT,0.6,Kolkata Knight Riders,,11,11,1,230,23,181,127.07,0
2023,Raj Angad Bawa,AR,2,Punjab Kings,,0,0,0,0,0,0,0,0
2022,Raj Angad Bawa,AR,2,Punjab Kings,,2,2,0,11,5.5,14,78.57,0
2024,Rajan Kumar,BOW,0.7,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2023,Rajan Kumar,BOW,0.7,Royal Challengers Bangalore,,0,0,0,0,0,0,0,0
2024,Rajat Patidar,BAT,0.2,Royal Challengers Bangalore,,15,13,0,395,30.38,223,177.13,0
2022,Rajat Patidar,BAT,0.2,Royal Challengers Bangalore,,8,7,1,333,55.5,218,152.75,0
2021,Rajat Patidar,BAT,0.2,Royal Challengers Bangalore,,4,4,0,71,17.75,62,114.51,0
2024,Rajvardhan Hangargekar,AR,1.5,Chennai Super Kings,,0,0,0,0,0,0,0,0
2023,Rajvardhan Hangargekar,AR,1.5,Chennai Super Kings,,2,0,0,0,0,0,0,3
2022,Rajvardhan Hangargekar,AR,1.5,Chennai Super Kings,,0,0,0,0,0,0,0,0
2024,Ramandeep Singh,AR,0.2,Kolkata Knight Riders,,15,9,5,125,31.25,62,201.61,0
2023,Ramandeep Singh,AR,0.2,Mumbai Indians,,0,0,0,0,0,0,0,0
2022,Ramandeep Singh,AR,0.2,Mumbai Indians,,5,4,2,45,22.5,40,112.5,6
2022,Ramesh Kumar,BAT,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2024,Rashid Khan,BOW,15,Gujarat Titans,1,12,8,3,102,20.4,71,143.66,10
2023,Rashid Khan,BOW,15,Gujarat Titans,1,17,9,5,130,32.5,60,216.66,27
2022,Rashid Khan,BOW,15,Gujarat Titans,1,16,8,4,91,22.75,44,206.81,19
2021,Rashid Khan,BOW,9,Sunrisers Hyderabad,1,14,10,2,83,10.37,69,120.28,18
2020,Rashid Khan,BOW,9,Sunrisers Hyderabad,1,16,7,3,35,8.75,30,116.66,20
2024,Rasikh Salam,BOW,0.2,Delhi Capitals,,8,4,0,28,7,30,93.33,9
2022,Rasikh Salam,BOW,0.2,Kolkata Knight Riders,,2,1,0,7,7,6,116.66,0
2022,Rassie van der Dussen,BAT,1,Rajasthan Royals,1,3,3,1,22,11,24,91.66,0
2024,Ravi Bishnoi,BOW,4,Lucknow Super Giants,,14,3,0,4,1.33,6,66.66,10
2023,Ravi Bishnoi,BOW,4,Lucknow Super Giants,,15,7,4,20,6.66,27,74.07,16
2022,Ravi Bishnoi,BOW,4,Lucknow Super Giants,,14,1,1,0,-,1,0,13
2021,Ravi Bishnoi,BOW,2,Punjab Kings,,9,1,0,1,1,4,25,12
2020,Ravi Bishnoi,BOW,2,Punjab Kings,,14,3,2,7,7,12,58.33,12
2024,Ravindra Jadeja,AR,16,Chennai Super Kings,,14,11,5,267,44.5,187,142.78,8
2023,Ravindra Jadeja,AR,16,Chennai Super Kings,,16,12,4,190,23.75,133,142.85,20
2022,Ravindra Jadeja,AR,16,Chennai Super Kings,,10,10,4,116,19.33,98,118.36,5
2021,Ravindra Jadeja,AR,7,Chennai Super Kings,,16,12,9,227,75.66,156,145.51,13
2020,Ravindra Jadeja,AR,7,Chennai Super Kings,,14,11,6,232,46.4,135,171.85,6
2024,Ravisrinivasan Sai Kishore,BOW,0.2,Gujarat Titans,,5,2,1,13,13,6,216.66,7
2022,Ravisrinivasan Sai Kishore,BOW,0.2,Gujarat Titans,,5,0,0,0,0,0,0,6
2024,Reece Topley,BOW,1.9,Royal Challengers Bangalore,1,4,1,1,3,-,6,50,4
2023,Reece Topley,BOW,1.9,Royal Challengers Bangalore,1,1,-,-,-,-,-,-,1
2024,Ricky Bhui,BAT/WK,0.2,Delhi Capitals,,2,2,0,3,1.5,9,33.33,0
2024,Rilee Rossouw,BAT,8,Punjab Kings,1,8,8,0,211,26.37,116,181.89,0
2023,Rilee Rossouw,BAT,4.6, Delhi Capitals,1,9,9,2,209,29.85,141,148.22,0
2023,Riley Meredith,BOW,1,Mumbai Indians,1,5,1,1,0,-,2,0,7
2022,Riley Meredith,BOW,1,Mumbai Indians,1,8,1,1,0,-,1,0,8
2021,Riley Meredith,BOW,8,Punjab Kings,1,5,1,1,0,-,0,-,4
2024,Rinku Singh,BAT,0.55,Kolkata Knight Riders,,15,11,2,168,18.66,113,148.67,0
2023,Rinku Singh,BAT,0.55,Kolkata Knight Riders,,14,14,6,474,59.25,317,149.52,0
2022,Rinku Singh,BAT,0.55,Kolkata Knight Riders,,7,7,2,174,34.8,117,148.71,0
2021,Rinku Singh,BAT,0.8,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2020,Rinku Singh,BAT,0.8,Kolkata Knight Riders,,1,1,0,11,11,11,100,0
2023,Ripal Patel,AR,0.2, Delhi Capitals,,5,4,1,49,16.33,43,113.95,0
2022,Ripal Patel,AR,0.2,Delhi Capitals ,,2,1,0,6,6,3,200,0
2021,Ripal Patel,AR,0.2,Delhi Capitals ,,2,2,1,25,25,27,92.59,0
2024,Rishabh Pant,BAT/WK,16,Delhi Capitals,,13,13,2,446,40.54,287,155.4,0
2023,Rishabh Pant,BAT/WK,16, Delhi Capitals,,0,0,0,0,0,0,0,0
2022,Rishabh Pant,BAT/WK,16,Delhi Capitals ,,14,13,2,340,30.9,224,151.78,0
2021,Rishabh Pant,BAT/WK,15,Delhi Capitals ,,16,16,4,419,34.91,326,128.52,0
2020,Rishabh Pant,BAT/WK,15,Delhi Capitals ,,14,14,3,343,31.18,301,113.95,0
2024,Rishi Dhawan,AR,0.55,Punjab Kings,,1,-,-,-,-,-,-,0
2023,Rishi Dhawan,AR,0.55,Punjab Kings,,6,3,1,20,10,12,166.66,1
2022,Rishi Dhawan,AR,0.55,Punjab Kings,,6,4,2,37,18.5,40,92.5,6
2024,Riyan Parag,AR,3.8,Rajasthan Royals,,16,14,3,573,52.09,384,149.21,0
2023,Riyan Parag,AR,3.8,Rajasthan Royals,,7,7,1,78,13,66,118.18,0
2022,Riyan Parag,AR,3.8,Rajasthan Royals,,17,14,3,183,16.63,132,138.63,1
2021,Riyan Parag,AR,0.2,Rajasthan Royals,,11,10,2,93,11.62,83,112.04,1
2020,Riyan Parag,AR,0.2,Rajasthan Royals,,12,8,1,86,12.28,77,111.68,0
2024,Robin Minz,BAT/WK,3.6,Gujarat Titans,,0,0,0,0,0,0,0,0
2022,Robin Uthappa,BAT,2,Chennai Super Kings,,12,11,0,230,20.9,171,134.5,0
2021,Robin Uthappa,BAT,3,Chennai Super Kings,,4,4,0,115,28.75,84,136.9,0
2020,Robin Uthappa,BAT,3,Rajasthan Royals,,12,12,0,196,16.33,164,119.51,0
2024,Rohit Sharma,BAT,16,Mumbai Indians,,14,14,1,417,32.07,278,150,0
2023,Rohit Sharma,BAT,16,Mumbai Indians,,16,16,0,332,20.75,250,132.8,0
2022,Rohit Sharma,BAT,16,Mumbai Indians,,14,14,0,268,19.14,223,120.17,0
2021,Rohit Sharma,BAT,15,Mumbai Indians,,13,13,0,381,29.3,299,127.42,0
2020,Rohit Sharma,BAT,15,Mumbai Indians,,12,12,0,332,27.66,260,127.69,0
2024,Romario Shepherd,AR,0.5,Mumbai Indians,1,6,5,3,57,28.5,21,271.42,1
2023,Romario Shepherd,AR,0.5,Lucknow Super Giants,1,1,1,0,0,0,1,0,0
2022,Romario Shepherd,AR,7.75,Sunrisers Hyderabad,1,3,3,1,58,29,41,141.46,3
2024,Rovman Powell,BAT,7.4,Rajasthan Royals,1,10,7,1,103,17.16,68,151.47,0
2023,Rovman Powell,BAT,2.8, Delhi Capitals,1,3,3,0,7,2.33,9,77.77,1
2022,Rovman Powell,BAT,2.8,Delhi Capitals ,1,14,12,2,250,25,167,149.7,0
2024,Ruturaj Gaikwad,BAT,6,Chennai Super Kings,,14,14,3,583,53,413,141.16,0
2023,Ruturaj Gaikwad,BAT,6,Chennai Super Kings,,16,15,1,590,42.14,400,147.5,0
2022,Ruturaj Gaikwad,BAT,6,Chennai Super Kings,,14,14,0,368,26.28,291,126.46,0
2021,Ruturaj Gaikwad,BAT,0.2,Chennai Super Kings,,16,16,2,635,45.35,466,136.26,0
2020,Ruturaj Gaikwad,BAT,0.2,Chennai Super Kings,,6,6,2,204,51,169,120.71,0
2021,Sachin Baby,BAT,0.2,Royal Challengers Bangalore,,1,1,0,7,7,17,41.17,0
2024,Sai Sudharsan,AR,0.2,Gujarat Titans,,12,12,1,527,47.9,373,141.28,0
2023,Sai Sudharsan,AR,0.2,Gujarat Titans,,8,8,1,362,51.71,256,141.4,0
2022,Sai Sudharsan,AR,0.2,Gujarat Titans,,5,5,1,145,36.25,114,127.19,0
2024,Sakib Hussain,BOW,0.2,Kolkata Knight Riders,,0,0,0,0,0,0,0,0
2022,Sam Billings,BAT/WK,2,Kolkata Knight Riders,1,8,8,1,169,24.14,138,122.46,0
2021,Sam Billings,BAT/WK,2,Delhi Capitals ,1,0,0,0,0,0,0,0,0
2024,Sam Curran,AR,18.5,Punjab Kings,1,13,12,2,270,27,219,123.28,16
